mobile_name,price,rating,reviews,features,link
Redmi,₹8999,4.0 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM4MDMwMzcxMjc1NDA2OjE3NzI3ODE3NzE6c3BfbXRmOjMwMDYyMjc4ODE4ODczMjo6MDo6&url=%2FRedmi-Jaisalmer-Smoothest-Protection-expandable%2Fdp%2FB0F3P5BPN3%2Fref%3Dsr_1_139_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781770%26sr%3D8-139-spons%26aref%3DIUAgvERvTw%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=IUAgvERvTw&sp_cr=ZAZ
realme,₹33999,4.3 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTM4MDMwMzcxMjc1NDA2OjE3NzI3ODE3NzE6c3BfbXRmOjMwMDY0Mjc1OTA2OTIzMjo6MDo6&url=%2Frealme-Smartphone-HyperGlow-SuperVOOC-Snapdragon%2Fdp%2FB0FJL97NZX%2Fref%3Dsr_1_140_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781770%26sr%3D8-140-spons%26aref%3D106Yn4Ce6z%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=106Yn4Ce6z&sp_cr=ZAZ
"Amazon Brand- Solimo Mobile Cover for Oppo A1 Pro 5G (Soft & Shockproof Back Case with inbuilt Cushioned Edges), Transparent",₹96,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Basic-Silicone_Transparent/dp/B0BRJSQXCK/ref=sr_1_141?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-141
Amazon Brand - Solimo,₹199,4.3 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B098MLPM12/ref=sr_1_142?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-142
Amazon Brand - Solimo,₹199,5.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Flexible-Shockproof-Cushioned/dp/B098PGVSGB/ref=sr_1_143?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-143
Amazon Brand - Solimo,₹176,4.1 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_Green/dp/B0BHV2ZXV3/ref=sr_1_144?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-144
Amazon Brand - Solimo,₹199,3.8 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Designer-Pattern-Printed/dp/B098MLBKR3/ref=sr_1_145?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-145
Amazon Brand- Solimo Mobile Cover for Oppo A78 4G | Full Camera Protection | Liquid Silicon Case | Flexible Bumper Case for Oppo A78 4G (Black),₹239,3.9 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Basic-Silicone_Black/dp/B0CK1WPSBJ/ref=sr_1_146?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-146
Amazon Brand - Solimo,₹141,5.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Leather-Flexible/dp/B08PFT9QPH/ref=sr_1_147?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-147
Amazon Brand - Solimo,₹209,5.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B0CBQ5CN32/ref=sr_1_148?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.PhlOlwAIQD4le-YUF5lsCOI0fRTGG368-UbxeOUqzAjyM4OrKPxXRNIt7WqvR_anxfTfz7Sp9AS-l46Sut2Sl3Kb4imuCqnt1IkigrHmSG_k3J3hr_CGFRobkrxHOi10kS9M0-1W8eRKBHb4NJUU-KKaz3rwiZqpWDZqfB6sWAbvC4HLwdz-ZhvwrWN0bdCGVf3mxV9F1tsE-Wr7QY6jLgSPCVf1-e4zePnnoFbUREw.BDTtyRppPHdGLfVIoAmrPVPGUI4dogsFyqYu2w2OnJo&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781770&sr=8-148
Samsung,₹24999,4.3 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA4Nzg5OTQ4ODc5ODUwOjE3NzI3ODE3OTE6c3BfYXRmX25leHQ6MzAwNTQyMTcwMzE4ODMyOjowOjo&url=%2FSamsung-Slimmest-Enhanced-Nightography-Processor%2Fdp%2FB0F43W6V6J%2Fref%3Dsr_1_145_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781791%26sr%3D8-145-spons%26aref%3DJzN9y2RFWe%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=JzN9y2RFWe&sp_cr=ZAZ
OnePlus,₹33999,4.4 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA4Nzg5OTQ4ODc5ODUwOjE3NzI3ODE3OTE6c3BfYXRmX25leHQ6MzAwNjE5NzcxMTUwMzMyOjowOjo&url=%2FOnePlus-Snapdragon-Stable-Flagship-Powered%2Fdp%2FB0FCMKSP7V%2Fref%3Dsr_1_146_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781791%26sr%3D8-146-spons%26aref%3DolOiEOHhyd%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=olOiEOHhyd&sp_cr=ZAZ
Amazon Brand - Solimo,₹168,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B098MM1LS1/ref=sr_1_147?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-147
Amazon Brand - Solimo,₹208,3.9 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Leather-Flexible/dp/B098PCHP9V/ref=sr_1_148?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-148
Amazon Brand - Solimo,₹229,4.3 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_Camel/dp/B0BHV28TH9/ref=sr_1_149?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-149
amazon basics,₹181,NA,NA,NA,https://www.amazon.in/amazon-basics-Protection-Premium-Flexible/dp/B0F22BZMGP/ref=sr_1_150?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-150
Amazon Brand - Solimo,₹168,5.0 out of 5 stars,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Flip-Leather_Green/dp/B0BHV3FGXB/ref=sr_1_151?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-151
Amazon Brand - Solimo,₹168,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Designer-Printed/dp/B098MLJK8P/ref=sr_1_152?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-152
Amazon Brand-Solimo,₹222,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Solimo-Basic-Case-Silicone_Maroon/dp/B0DGL5YCMH/ref=sr_1_153?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-153
amazon basics,₹199,NA,NA,NA,https://www.amazon.in/amazon-basics-Shockproof-Protection-Flexible/dp/B0F7G8B5T9/ref=sr_1_154?adgrpid=59669252100&dib=eyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w&dib_tag=se&ext_vrnc=hi&hvadid=714703501830&hvdev=c&hvlocphy=9062129&hvnetw=g&hvqmt=e&hvrand=5358111084222879881&hvtargid=kwd-389585526667&hydadcr=25224_2856613&keywords=amazon+oppo+mobiles&mcid=fff1236c109c399bb3a8ea221d9044df&qid=1772781791&sr=8-154
Redmi,₹8999,4.0 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA4Nzg5OTQ4ODc5ODUwOjE3NzI3ODE3OTE6c3BfbXRmOjMwMDYyMjc4ODE4ODYzMjo6MDo6&url=%2FRedmi-Pondicherry-Smoothest-Protection-expandable%2Fdp%2FB0F3P4D4R3%2Fref%3Dsr_1_155_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781791%26sr%3D8-155-spons%26aref%3D9r6mnArM4O%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=9r6mnArM4O&sp_cr=ZAZ
realme,₹33999,4.3 out of 5 stars,NA,NA,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA4Nzg5OTQ4ODc5ODUwOjE3NzI3ODE3OTE6c3BfbXRmOjMwMDY0Mjc1OTA2OTIzMjo6MDo6&url=%2Frealme-Smartphone-HyperGlow-SuperVOOC-Snapdragon%2Fdp%2FB0FJL97NZX%2Fref%3Dsr_1_156_sspa%3Fadgrpid%3D59669252100%26dib%3DeyJ2IjoiMSJ9.puDXcrjK9v2AhBQHEgsoHdmpLw36K2CM9LsJIiB4J2Ci8IhyxZk49A_yjIyhv-poVMJEktPsNcIw9ZUJ7EbVu5QwTvBuOPrWLj5nXHiA4N8lWJPld-rFy0fuP6aP_lJkkBNd2hucxCGtpnFMapnDa3I6Jd12p3NK3JoJRpEt3gmIRu9wnqQ1Tn-flNbg7pYoavrR1xHOMGbylV2pNsVZOiTFah_vfn-a5ndi2Li0lvU.hJ0VyfoujDE3kCFMeKzV3HYNIM2z0WLNkmFb5J8Io7w%26dib_tag%3Dse%26ext_vrnc%3Dhi%26hvadid%3D714703501830%26hvdev%3Dc%26hvlocphy%3D9062129%26hvnetw%3Dg%26hvqmt%3De%26hvrand%3D5358111084222879881%26hvtargid%3Dkwd-389585526667%26hydadcr%3D25224_2856613%26keywords%3Damazon%2Boppo%2Bmobiles%26mcid%3Dfff1236c109c399bb3a8ea221d9044df%26qid%3D1772781791%26sr%3D8-156-spons%26aref%3D106Yn4Ce6z%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=106Yn4Ce6z&sp_cr=ZAZ
